File.ID,Merged,df,logL,logL0,LRT,n,Pval,V(e),V(e).SE,V(G),V(G).SE,V(G)/Vp,V(G)/Vp.SE,Vp,Vp.SE,HistN,heritability,Ngenerations,Iteration,True.Nsnps,Nids,Subset.Within.Iteration,Nsnps,Full.Iteration.ID
Scenario_4_500_0.4_25_1_100000_250_4,FALSE,1,-109.997,-110.627,1.26,250,0.1308,0.749301,0.135349,0.124721,0.124935,0.142698,0.141239,0.874022,0.078637,500,0.4,25,1,100000,250,4,100000,Scenario_4_500_0.4_25_1_100000_250_4
Scenario_4_500_0.4_25_1_100000_250_4,TRUE,1,-109.99,-110.627,1.274,250,0.1295,0.748498,0.135359,0.125524,0.125046,0.143617,0.141344,0.874022,0.078641,500,0.4,25,1,100000,250,4,100000,Scenario_4_500_0.4_25_1_100000_250_4
Scenario_4_500_0.4_25_1_100000_250_5,FALSE,1,-99.636,-103.101,6.931,250,0.004237,0.473426,0.126018,0.354865,0.142656,0.42843,0.15734,0.828291,0.076987,500,0.4,25,1,100000,250,5,100000,Scenario_4_500_0.4_25_1_100000_250_5
Scenario_4_500_0.4_25_1_100000_250_5,TRUE,1,-99.618,-103.101,6.967,250,0.004152,0.472605,0.125954,0.355706,0.142677,0.429435,0.157293,0.828311,0.077001,500,0.4,25,1,100000,250,5,100000,Scenario_4_500_0.4_25_1_100000_250_5
Scenario_4_500_0.4_25_1_100000_250_6,FALSE,1,-111.08,-112.015,1.87,250,0.08576,0.705515,0.138143,0.180208,0.135027,0.203459,0.148773,0.885723,0.080171,500,0.4,25,1,100000,250,6,100000,Scenario_4_500_0.4_25_1_100000_250_6
Scenario_4_500_0.4_25_1_100000_250_6,TRUE,1,-111.07,-112.015,1.889,250,0.08464,0.704588,0.138091,0.181154,0.135084,0.204522,0.148796,0.885742,0.080182,500,0.4,25,1,100000,250,6,100000,Scenario_4_500_0.4_25_1_100000_250_6
Scenario_4_500_0.4_25_1_100000_250_7,FALSE,1,-116.64,-117.147,1.015,250,0.1569,0.804812,0.140014,0.116561,0.127167,0.126508,0.136629,0.921373,0.082849,500,0.4,25,1,100000,250,7,100000,Scenario_4_500_0.4_25_1_100000_250_7
Scenario_4_500_0.4_25_1_100000_250_7,TRUE,1,-116.633,-117.147,1.029,250,0.1552,0.803957,0.139986,0.117411,0.127239,0.127431,0.136686,0.921368,0.082853,500,0.4,25,1,100000,250,7,100000,Scenario_4_500_0.4_25_1_100000_250_7
Scenario_4_500_0.4_25_1_100000_250_8,FALSE,1,-109.8,-109.8,0,250,0.5,0.868816,0.138656,0.000001,0.116028,0.000001,0.133547,0.868817,0.077861,500,0.4,25,1,100000,250,8,100000,Scenario_4_500_0.4_25_1_100000_250_8
Scenario_4_500_0.4_25_1_100000_250_8,TRUE,1,-109.8,-109.8,0,250,0.5,0.868832,0.13868,0.000001,0.116021,0.000001,0.133536,0.868833,0.077863,500,0.4,25,1,100000,250,8,100000,Scenario_4_500_0.4_25_1_100000_250_8
Scenario_4_500_0.4_25_1_100000_250_9,FALSE,1,-112.084,-113.699,3.23,250,0.03615,0.638269,0.143324,0.262036,0.149449,0.291052,0.158706,0.900304,0.082293,500,0.4,25,1,100000,250,9,100000,Scenario_4_500_0.4_25_1_100000_250_9
Scenario_4_500_0.4_25_1_100000_250_9,TRUE,1,-112.077,-113.699,3.244,250,0.03585,0.637847,0.143278,0.262461,0.149446,0.291524,0.158679,0.900308,0.082298,500,0.4,25,1,100000,250,9,100000,Scenario_4_500_0.4_25_1_100000_250_9
Scenario_4_500_0.4_25_1_100000_50_1,FALSE,1,-20.007,-20.018,0.021,50,0.4417,0.675604,0.563117,0.092846,0.549297,0.120822,0.713979,0.768449,0.155273,500,0.4,25,1,100000,50,1,100000,Scenario_4_500_0.4_25_1_100000_50_1
Scenario_4_500_0.4_25_1_100000_50_1,TRUE,1,-20.007,-20.018,0.022,50,0.4413,0.674907,0.56311,0.093545,0.549402,0.121732,0.714093,0.768451,0.155275,500,0.4,25,1,100000,50,1,100000,Scenario_4_500_0.4_25_1_100000_50_1
Scenario_4_500_0.4_25_1_100000_50_10,FALSE,1,-20.117,-20.181,0.128,50,0.3604,0.6226,0.488837,0.150143,0.479247,0.194299,0.61746,0.772743,0.156229,500,0.4,25,1,100000,50,10,100000,Scenario_4_500_0.4_25_1_100000_50_10
Scenario_4_500_0.4_25_1_100000_50_10,TRUE,1,-20.117,-20.181,0.128,50,0.3602,0.622332,0.488779,0.150412,0.479234,0.194647,0.617428,0.772743,0.156231,500,0.4,25,1,100000,50,10,100000,Scenario_4_500_0.4_25_1_100000_50_10
Scenario_4_500_0.4_25_1_100000_50_2,FALSE,1,-28.038,-28.299,0.521,50,0.2351,0.484907,0.812228,0.589506,0.84127,0.548677,0.761587,1.074412,0.218676,500,0.4,25,1,100000,50,2,100000,Scenario_4_500_0.4_25_1_100000_50_2
Scenario_4_500_0.4_25_1_100000_50_2,TRUE,1,-28.036,-28.299,0.525,50,0.2343,0.482475,0.812198,0.591927,0.841498,0.550936,0.761619,1.074403,0.21869,500,0.4,25,1,100000,50,2,100000,Scenario_4_500_0.4_25_1_100000_50_2
Scenario_4_500_0.4_25_1_100000_50_3,FALSE,1,-19.561,-19.605,0.09,50,0.3823,0.584666,0.541831,0.172259,0.542435,0.227578,0.711389,0.756925,0.153434,500,0.4,25,1,100000,50,3,100000,Scenario_4_500_0.4_25_1_100000_50_3
Scenario_4_500_0.4_25_1_100000_50_3,TRUE,1,-19.56,-19.605,0.09,50,0.3818,0.583845,0.541708,0.173091,0.542425,0.228673,0.711313,0.756936,0.153441,500,0.4,25,1,100000,50,3,100000,Scenario_4_500_0.4_25_1_100000_50_3
Scenario_4_500_0.4_25_1_100000_50_4,FALSE,1,-16.048,-18.704,5.311,50,0.01059,0.000001,0.458369,0.684105,0.487302,0.999999,0.670027,0.684105,0.139311,500,0.4,25,1,100000,50,4,100000,Scenario_4_500_0.4_25_1_100000_50_4
Scenario_4_500_0.4_25_1_100000_50_4,TRUE,1,-16.047,-18.704,5.314,50,0.01058,0.000001,0.458383,0.684093,0.487305,0.999999,0.670059,0.684094,0.139308,500,0.4,25,1,100000,50,4,100000,Scenario_4_500_0.4_25_1_100000_50_4
Scenario_4_500_0.4_25_1_100000_50_5,FALSE,1,-24.685,-25.477,1.585,50,0.104,0.000001,0.881783,0.987579,0.94508,0.999999,0.892872,0.98758,0.206651,500,0.4,25,1,100000,50,5,100000,Scenario_4_500_0.4_25_1_100000_50_5
Scenario_4_500_0.4_25_1_100000_50_5,TRUE,1,-24.678,-25.477,1.597,50,0.1032,0.000001,0.881646,0.987453,0.944752,0.999999,0.892848,0.987454,0.206595,500,0.4,25,1,100000,50,5,100000,Scenario_4_500_0.4_25_1_100000_50_5
Scenario_4_500_0.4_25_1_100000_50_6,FALSE,1,-28.095,-28.092,0,50,0.5,1.05211,0.807833,0.000001,0.808023,0.000001,0.768002,1.052111,0.212746,500,0.4,25,1,100000,50,6,100000,Scenario_4_500_0.4_25_1_100000_50_6
Scenario_4_500_0.4_25_1_100000_50_6,TRUE,1,-28.095,-28.092,0,50,0.5,1.05225,0.807909,0.000001,0.808001,0.000001,0.767879,1.052251,0.212776,500,0.4,25,1,100000,50,6,100000,Scenario_4_500_0.4_25_1_100000_50_6
Scenario_4_500_0.4_25_1_100000_50_7,FALSE,1,-18.931,-18.929,0,50,0.5,0.72518,0.407736,0.000001,0.396142,0.000001,0.546266,0.725181,0.146276,500,0.4,25,1,100000,50,7,100000,Scenario_4_500_0.4_25_1_100000_50_7
Scenario_4_500_0.4_25_1_100000_50_7,TRUE,1,-18.931,-18.929,0,50,0.5,0.725209,0.407791,0.000001,0.396182,0.000001,0.5463,0.725209,0.146283,500,0.4,25,1,100000,50,7,100000,Scenario_4_500_0.4_25_1_100000_50_7
Scenario_4_500_0.4_25_1_100000_50_8,FALSE,1,-18.84,-18.833,0,50,0.5,0.715011,0.411169,0.000001,0.407907,0.000001,0.57049,0.715011,0.14444,500,0.4,25,1,100000,50,8,100000,Scenario_4_500_0.4_25_1_100000_50_8
Scenario_4_500_0.4_25_1_100000_50_8,TRUE,1,-18.84,-18.833,0,50,0.5,0.715014,0.411168,0.000001,0.407909,0.000001,0.57049,0.715015,0.144442,500,0.4,25,1,100000,50,8,100000,Scenario_4_500_0.4_25_1_100000_50_8
Scenario_4_500_0.4_25_1_100000_50_9,FALSE,1,-23.529,-24.921,2.784,50,0.04761,0.000001,0.543198,0.957786,0.619249,0.999999,0.567139,0.957787,0.200774,500,0.4,25,1,100000,50,9,100000,Scenario_4_500_0.4_25_1_100000_50_9
Scenario_4_500_0.4_25_1_100000_50_9,TRUE,1,-23.528,-24.921,2.786,50,0.04754,0.000001,0.543245,0.95782,0.619302,0.999999,0.567167,0.957821,0.200786,500,0.4,25,1,100000,50,9,100000,Scenario_4_500_0.4_25_1_100000_50_9
Scenario_4_500_0.4_25_1_100000_500_1,FALSE,1,-211.506,-220.442,17.872,500,0.00001181,0.564263,0.074396,0.328348,0.088458,0.367851,0.087785,0.892611,0.06019,500,0.4,25,1,100000,500,1,100000,Scenario_4_500_0.4_25_1_100000_500_1
Scenario_4_500_0.4_25_1_100000_500_1,TRUE,1,-211.415,-220.442,18.055,500,0.00001073,0.562667,0.074313,0.330076,0.088541,0.369733,0.087754,0.892743,0.060232,500,0.4,25,1,100000,500,1,100000,Scenario_4_500_0.4_25_1_100000_500_1
Scenario_4_500_0.4_25_1_100000_500_10,FALSE,1,-215.216,-223.577,16.721,500,0.00002165,0.617286,0.073739,0.275236,0.080848,0.30838,0.082783,0.892522,0.058841,500,0.4,25,1,100000,500,10,100000,Scenario_4_500_0.4_25_1_100000_500_10
Scenario_4_500_0.4_25_1_100000_500_10,TRUE,1,-215.144,-223.577,16.865,500,0.00002007,0.616046,0.073681,0.276505,0.080918,0.309792,0.082789,0.892551,0.058863,500,0.4,25,1,100000,500,10,100000,Scenario_4_500_0.4_25_1_100000_500_10
Scenario_4_500_0.4_25_1_100000_500_2,FALSE,1,-223.506,-235.294,23.576,500,0.0000006005,0.595199,0.074694,0.339236,0.08697,0.363038,0.082503,0.934435,0.062378,500,0.4,25,1,100000,500,2,100000,Scenario_4_500_0.4_25_1_100000_500_2
Scenario_4_500_0.4_25_1_100000_500_2,TRUE,1,-223.392,-235.294,23.804,500,0.0000005333,0.593609,0.074601,0.340821,0.087028,0.364737,0.082472,0.93443,0.062404,500,0.4,25,1,100000,500,2,100000,Scenario_4_500_0.4_25_1_100000_500_2
Scenario_4_500_0.4_25_1_100000_500_3,FALSE,1,-214.156,-226.524,24.737,500,0.0000003286,0.544234,0.072122,0.365927,0.088153,0.402046,0.083866,0.910162,0.06157,500,0.4,25,1,100000,500,3,100000,Scenario_4_500_0.4_25_1_100000_500_3
Scenario_4_500_0.4_25_1_100000_500_3,TRUE,1,-214.051,-226.524,24.946,500,0.0000002948,0.542758,0.072036,0.367464,0.08821,0.403708,0.083822,0.910222,0.061602,500,0.4,25,1,100000,500,3,100000,Scenario_4_500_0.4_25_1_100000_500_3
Scenario_4_500_0.4_25_1_100000_500_4,FALSE,1,-216.663,-222.209,11.092,500,0.0004336,0.685201,0.074769,0.197469,0.073296,0.223717,0.078952,0.88267,0.057016,500,0.4,25,1,100000,500,4,100000,Scenario_4_500_0.4_25_1_100000_500_4
Scenario_4_500_0.4_25_1_100000_500_4,TRUE,1,-216.645,-222.209,11.128,500,0.0004252,0.684806,0.07476,0.197872,0.073332,0.224172,0.078976,0.882678,0.057022,500,0.4,25,1,100000,500,4,100000,Scenario_4_500_0.4_25_1_100000_500_4
Scenario_4_500_0.4_25_1_100000_500_5,FALSE,1,-212.449,-227.486,30.074,500,0.00000002079,0.526953,0.069685,0.380429,0.086152,0.41926,0.081209,0.907382,0.06135,500,0.4,25,1,100000,500,5,100000,Scenario_4_500_0.4_25_1_100000_500_5
Scenario_4_500_0.4_25_1_100000_500_5,TRUE,1,-212.351,-227.486,30.269,500,0.0000000188,0.52588,0.069613,0.381468,0.086175,0.420421,0.081167,0.907348,0.061365,500,0.4,25,1,100000,500,5,100000,Scenario_4_500_0.4_25_1_100000_500_5
Scenario_4_500_0.4_25_1_100000_500_6,FALSE,1,-213.017,-224.047,22.06,500,0.000001322,0.581106,0.071063,0.312879,0.081663,0.349982,0.081406,0.893984,0.059521,500,0.4,25,1,100000,500,6,100000,Scenario_4_500_0.4_25_1_100000_500_6
Scenario_4_500_0.4_25_1_100000_500_6,TRUE,1,-212.932,-224.047,22.229,500,0.00000121,0.579953,0.070999,0.314028,0.08171,0.351269,0.08139,0.893981,0.05954,500,0.4,25,1,100000,500,6,100000,Scenario_4_500_0.4_25_1_100000_500_6
Scenario_4_500_0.4_25_1_100000_500_7,FALSE,1,-225.183,-228.095,5.825,500,0.007899,0.752703,0.07918,0.15361,0.073148,0.169489,0.078261,0.906313,0.058121,500,0.4,25,1,100000,500,7,100000,Scenario_4_500_0.4_25_1_100000_500_7
Scenario_4_500_0.4_25_1_100000_500_7,TRUE,1,-225.151,-228.095,5.889,500,0.007617,0.751793,0.079154,0.15453,0.073224,0.170502,0.078314,0.906323,0.05813,500,0.4,25,1,100000,500,7,100000,Scenario_4_500_0.4_25_1_100000_500_7
Scenario_4_500_0.4_25_1_100000_500_8,FALSE,1,-213.016,-221.012,15.994,500,0.00003178,0.637862,0.07262,0.240003,0.0758,0.273394,0.080263,0.877865,0.05729,500,0.4,25,1,100000,500,8,100000,Scenario_4_500_0.4_25_1_100000_500_8
Scenario_4_500_0.4_25_1_100000_500_8,TRUE,1,-212.957,-221.012,16.112,500,0.00002986,0.63691,0.072584,0.240942,0.075863,0.274467,0.08029,0.877851,0.057302,500,0.4,25,1,100000,500,8,100000,Scenario_4_500_0.4_25_1_100000_500_8
Scenario_4_500_0.4_25_1_100000_500_9,FALSE,1,-205.216,-218.179,25.927,500,0.0000001773,0.510073,0.069979,0.373568,0.087806,0.42276,0.084942,0.883641,0.06029,500,0.4,25,1,100000,500,9,100000,Scenario_4_500_0.4_25_1_100000_500_9
Scenario_4_500_0.4_25_1_100000_500_9,TRUE,1,-205.151,-218.179,26.057,500,0.0000001657,0.509314,0.069922,0.374339,0.087817,0.423627,0.084898,0.883653,0.060304,500,0.4,25,1,100000,500,9,100000,Scenario_4_500_0.4_25_1_100000_500_9
Scenario_4_500_0.4_25_1_164512_100_1,FALSE,1,-34.081,-34.655,1.147,100,0.1421,0.452627,0.233707,0.2537,0.242224,0.359182,0.331563,0.706328,0.101485,500,0.4,25,1,164512,100,1,400000,Scenario_4_500_0.4_25_1_400000_100_1
