Subset.Within.Iteration,HistN,Nsnps,Nids,heritability,Iteration,Ngenerations,Title,Full.Iteration.ID,Data.Available,File.ID,True.Nsnps
1,25000,5000,1000,0.4,8,3,Scenario_2_25000_0.4_3_8,Scenario_2_25000_0.4_3_8_5000_1000_1,yes,Scenario_2_25000_0.4_3_8_5000_1000_1,5000
1,25000,5000,1000,0.4,9,3,Scenario_2_25000_0.4_3_9,Scenario_2_25000_0.4_3_9_5000_1000_1,yes,Scenario_2_25000_0.4_3_9_5000_1000_1,5000
1,25000,5000,1000,0.4,10,3,Scenario_2_25000_0.4_3_10,Scenario_2_25000_0.4_3_10_5000_1000_1,yes,Scenario_2_25000_0.4_3_10_5000_1000_1,5000
1,25000,5000,2500,0.4,1,3,Scenario_2_25000_0.4_3_1,Scenario_2_25000_0.4_3_1_5000_2500_1,yes,Scenario_2_25000_0.4_3_1_5000_2500_1,5000
1,25000,5000,2500,0.4,2,3,Scenario_2_25000_0.4_3_2,Scenario_2_25000_0.4_3_2_5000_2500_1,yes,Scenario_2_25000_0.4_3_2_5000_2500_1,5000
1,25000,5000,2500,0.4,3,3,Scenario_2_25000_0.4_3_3,Scenario_2_25000_0.4_3_3_5000_2500_1,yes,Scenario_2_25000_0.4_3_3_5000_2500_1,5000
1,25000,5000,2500,0.4,4,3,Scenario_2_25000_0.4_3_4,Scenario_2_25000_0.4_3_4_5000_2500_1,yes,Scenario_2_25000_0.4_3_4_5000_2500_1,5000
1,25000,5000,2500,0.4,5,3,Scenario_2_25000_0.4_3_5,Scenario_2_25000_0.4_3_5_5000_2500_1,yes,Scenario_2_25000_0.4_3_5_5000_2500_1,5000
1,25000,5000,2500,0.4,6,3,Scenario_2_25000_0.4_3_6,Scenario_2_25000_0.4_3_6_5000_2500_1,yes,Scenario_2_25000_0.4_3_6_5000_2500_1,5000
1,25000,5000,2500,0.4,7,3,Scenario_2_25000_0.4_3_7,Scenario_2_25000_0.4_3_7_5000_2500_1,yes,Scenario_2_25000_0.4_3_7_5000_2500_1,5000
1,25000,5000,2500,0.4,8,3,Scenario_2_25000_0.4_3_8,Scenario_2_25000_0.4_3_8_5000_2500_1,yes,Scenario_2_25000_0.4_3_8_5000_2500_1,5000
1,25000,5000,2500,0.4,9,3,Scenario_2_25000_0.4_3_9,Scenario_2_25000_0.4_3_9_5000_2500_1,yes,Scenario_2_25000_0.4_3_9_5000_2500_1,5000
1,25000,5000,2500,0.4,10,3,Scenario_2_25000_0.4_3_10,Scenario_2_25000_0.4_3_10_5000_2500_1,yes,Scenario_2_25000_0.4_3_10_5000_2500_1,5000
1,25000,5000,5000,0.4,1,3,Scenario_2_25000_0.4_3_1,Scenario_2_25000_0.4_3_1_5000_5000_1,yes,Scenario_2_25000_0.4_3_1_5000_5000_1,5000
1,25000,5000,5000,0.4,2,3,Scenario_2_25000_0.4_3_2,Scenario_2_25000_0.4_3_2_5000_5000_1,yes,Scenario_2_25000_0.4_3_2_5000_5000_1,5000
1,25000,5000,5000,0.4,3,3,Scenario_2_25000_0.4_3_3,Scenario_2_25000_0.4_3_3_5000_5000_1,yes,Scenario_2_25000_0.4_3_3_5000_5000_1,5000
1,25000,5000,5000,0.4,4,3,Scenario_2_25000_0.4_3_4,Scenario_2_25000_0.4_3_4_5000_5000_1,yes,Scenario_2_25000_0.4_3_4_5000_5000_1,5000
1,25000,5000,5000,0.4,5,3,Scenario_2_25000_0.4_3_5,Scenario_2_25000_0.4_3_5_5000_5000_1,yes,Scenario_2_25000_0.4_3_5_5000_5000_1,5000
1,25000,5000,5000,0.4,6,3,Scenario_2_25000_0.4_3_6,Scenario_2_25000_0.4_3_6_5000_5000_1,yes,Scenario_2_25000_0.4_3_6_5000_5000_1,5000
1,25000,5000,5000,0.4,7,3,Scenario_2_25000_0.4_3_7,Scenario_2_25000_0.4_3_7_5000_5000_1,yes,Scenario_2_25000_0.4_3_7_5000_5000_1,5000
1,25000,5000,5000,0.4,8,3,Scenario_2_25000_0.4_3_8,Scenario_2_25000_0.4_3_8_5000_5000_1,yes,Scenario_2_25000_0.4_3_8_5000_5000_1,5000
1,25000,5000,5000,0.4,9,3,Scenario_2_25000_0.4_3_9,Scenario_2_25000_0.4_3_9_5000_5000_1,yes,Scenario_2_25000_0.4_3_9_5000_5000_1,5000
1,25000,5000,5000,0.4,10,3,Scenario_2_25000_0.4_3_10,Scenario_2_25000_0.4_3_10_5000_5000_1,yes,Scenario_2_25000_0.4_3_10_5000_5000_1,5000
1,25000,20000,250,0.4,1,3,Scenario_2_25000_0.4_3_1,Scenario_2_25000_0.4_3_1_20000_250_1,yes,Scenario_2_25000_0.4_3_1_20000_250_1,20000
1,25000,20000,250,0.4,2,3,Scenario_2_25000_0.4_3_2,Scenario_2_25000_0.4_3_2_20000_250_1,yes,Scenario_2_25000_0.4_3_2_20000_250_1,20000
1,25000,20000,250,0.4,3,3,Scenario_2_25000_0.4_3_3,Scenario_2_25000_0.4_3_3_20000_250_1,yes,Scenario_2_25000_0.4_3_3_20000_250_1,20000
1,25000,20000,250,0.4,4,3,Scenario_2_25000_0.4_3_4,Scenario_2_25000_0.4_3_4_20000_250_1,yes,Scenario_2_25000_0.4_3_4_20000_250_1,20000
1,25000,20000,250,0.4,5,3,Scenario_2_25000_0.4_3_5,Scenario_2_25000_0.4_3_5_20000_250_1,yes,Scenario_2_25000_0.4_3_5_20000_250_1,20000
1,25000,20000,250,0.4,6,3,Scenario_2_25000_0.4_3_6,Scenario_2_25000_0.4_3_6_20000_250_1,yes,Scenario_2_25000_0.4_3_6_20000_250_1,20000
1,25000,20000,250,0.4,7,3,Scenario_2_25000_0.4_3_7,Scenario_2_25000_0.4_3_7_20000_250_1,yes,Scenario_2_25000_0.4_3_7_20000_250_1,20000
1,25000,20000,250,0.4,8,3,Scenario_2_25000_0.4_3_8,Scenario_2_25000_0.4_3_8_20000_250_1,yes,Scenario_2_25000_0.4_3_8_20000_250_1,20000
1,25000,20000,250,0.4,9,3,Scenario_2_25000_0.4_3_9,Scenario_2_25000_0.4_3_9_20000_250_1,yes,Scenario_2_25000_0.4_3_9_20000_250_1,20000
1,25000,20000,250,0.4,10,3,Scenario_2_25000_0.4_3_10,Scenario_2_25000_0.4_3_10_20000_250_1,yes,Scenario_2_25000_0.4_3_10_20000_250_1,20000
1,25000,20000,500,0.4,1,3,Scenario_2_25000_0.4_3_1,Scenario_2_25000_0.4_3_1_20000_500_1,yes,Scenario_2_25000_0.4_3_1_20000_500_1,20000
1,25000,20000,500,0.4,2,3,Scenario_2_25000_0.4_3_2,Scenario_2_25000_0.4_3_2_20000_500_1,yes,Scenario_2_25000_0.4_3_2_20000_500_1,20000
1,25000,20000,500,0.4,3,3,Scenario_2_25000_0.4_3_3,Scenario_2_25000_0.4_3_3_20000_500_1,yes,Scenario_2_25000_0.4_3_3_20000_500_1,20000
1,25000,20000,500,0.4,4,3,Scenario_2_25000_0.4_3_4,Scenario_2_25000_0.4_3_4_20000_500_1,yes,Scenario_2_25000_0.4_3_4_20000_500_1,20000
1,25000,20000,500,0.4,5,3,Scenario_2_25000_0.4_3_5,Scenario_2_25000_0.4_3_5_20000_500_1,yes,Scenario_2_25000_0.4_3_5_20000_500_1,20000
1,25000,20000,500,0.4,6,3,Scenario_2_25000_0.4_3_6,Scenario_2_25000_0.4_3_6_20000_500_1,yes,Scenario_2_25000_0.4_3_6_20000_500_1,20000
1,25000,20000,500,0.4,7,3,Scenario_2_25000_0.4_3_7,Scenario_2_25000_0.4_3_7_20000_500_1,yes,Scenario_2_25000_0.4_3_7_20000_500_1,20000
1,25000,20000,500,0.4,8,3,Scenario_2_25000_0.4_3_8,Scenario_2_25000_0.4_3_8_20000_500_1,yes,Scenario_2_25000_0.4_3_8_20000_500_1,20000
1,25000,20000,500,0.4,9,3,Scenario_2_25000_0.4_3_9,Scenario_2_25000_0.4_3_9_20000_500_1,yes,Scenario_2_25000_0.4_3_9_20000_500_1,20000
1,25000,20000,500,0.4,10,3,Scenario_2_25000_0.4_3_10,Scenario_2_25000_0.4_3_10_20000_500_1,yes,Scenario_2_25000_0.4_3_10_20000_500_1,20000
1,25000,20000,1000,0.4,1,3,Scenario_2_25000_0.4_3_1,Scenario_2_25000_0.4_3_1_20000_1000_1,yes,Scenario_2_25000_0.4_3_1_20000_1000_1,20000
1,25000,20000,1000,0.4,2,3,Scenario_2_25000_0.4_3_2,Scenario_2_25000_0.4_3_2_20000_1000_1,yes,Scenario_2_25000_0.4_3_2_20000_1000_1,20000
1,25000,20000,1000,0.4,3,3,Scenario_2_25000_0.4_3_3,Scenario_2_25000_0.4_3_3_20000_1000_1,yes,Scenario_2_25000_0.4_3_3_20000_1000_1,20000
1,25000,20000,1000,0.4,4,3,Scenario_2_25000_0.4_3_4,Scenario_2_25000_0.4_3_4_20000_1000_1,yes,Scenario_2_25000_0.4_3_4_20000_1000_1,20000
1,25000,20000,1000,0.4,5,3,Scenario_2_25000_0.4_3_5,Scenario_2_25000_0.4_3_5_20000_1000_1,yes,Scenario_2_25000_0.4_3_5_20000_1000_1,20000
1,25000,20000,1000,0.4,6,3,Scenario_2_25000_0.4_3_6,Scenario_2_25000_0.4_3_6_20000_1000_1,yes,Scenario_2_25000_0.4_3_6_20000_1000_1,20000
1,25000,20000,1000,0.4,7,3,Scenario_2_25000_0.4_3_7,Scenario_2_25000_0.4_3_7_20000_1000_1,yes,Scenario_2_25000_0.4_3_7_20000_1000_1,20000
1,25000,20000,1000,0.4,8,3,Scenario_2_25000_0.4_3_8,Scenario_2_25000_0.4_3_8_20000_1000_1,yes,Scenario_2_25000_0.4_3_8_20000_1000_1,20000
1,25000,20000,1000,0.4,9,3,Scenario_2_25000_0.4_3_9,Scenario_2_25000_0.4_3_9_20000_1000_1,yes,Scenario_2_25000_0.4_3_9_20000_1000_1,20000
1,25000,20000,1000,0.4,10,3,Scenario_2_25000_0.4_3_10,Scenario_2_25000_0.4_3_10_20000_1000_1,yes,Scenario_2_25000_0.4_3_10_20000_1000_1,20000
1,25000,20000,2500,0.4,1,3,Scenario_2_25000_0.4_3_1,Scenario_2_25000_0.4_3_1_20000_2500_1,yes,Scenario_2_25000_0.4_3_1_20000_2500_1,20000
1,25000,20000,2500,0.4,2,3,Scenario_2_25000_0.4_3_2,Scenario_2_25000_0.4_3_2_20000_2500_1,yes,Scenario_2_25000_0.4_3_2_20000_2500_1,20000
1,25000,20000,2500,0.4,3,3,Scenario_2_25000_0.4_3_3,Scenario_2_25000_0.4_3_3_20000_2500_1,yes,Scenario_2_25000_0.4_3_3_20000_2500_1,20000
1,25000,20000,2500,0.4,4,3,Scenario_2_25000_0.4_3_4,Scenario_2_25000_0.4_3_4_20000_2500_1,yes,Scenario_2_25000_0.4_3_4_20000_2500_1,20000
1,25000,20000,2500,0.4,5,3,Scenario_2_25000_0.4_3_5,Scenario_2_25000_0.4_3_5_20000_2500_1,yes,Scenario_2_25000_0.4_3_5_20000_2500_1,20000
1,25000,20000,2500,0.4,6,3,Scenario_2_25000_0.4_3_6,Scenario_2_25000_0.4_3_6_20000_2500_1,yes,Scenario_2_25000_0.4_3_6_20000_2500_1,20000
1,25000,20000,2500,0.4,7,3,Scenario_2_25000_0.4_3_7,Scenario_2_25000_0.4_3_7_20000_2500_1,yes,Scenario_2_25000_0.4_3_7_20000_2500_1,20000
1,25000,20000,2500,0.4,8,3,Scenario_2_25000_0.4_3_8,Scenario_2_25000_0.4_3_8_20000_2500_1,yes,Scenario_2_25000_0.4_3_8_20000_2500_1,20000
1,25000,20000,2500,0.4,9,3,Scenario_2_25000_0.4_3_9,Scenario_2_25000_0.4_3_9_20000_2500_1,yes,Scenario_2_25000_0.4_3_9_20000_2500_1,20000
1,25000,20000,2500,0.4,10,3,Scenario_2_25000_0.4_3_10,Scenario_2_25000_0.4_3_10_20000_2500_1,yes,Scenario_2_25000_0.4_3_10_20000_2500_1,20000
1,25000,20000,5000,0.4,1,3,Scenario_2_25000_0.4_3_1,Scenario_2_25000_0.4_3_1_20000_5000_1,yes,Scenario_2_25000_0.4_3_1_20000_5000_1,20000
1,25000,20000,5000,0.4,2,3,Scenario_2_25000_0.4_3_2,Scenario_2_25000_0.4_3_2_20000_5000_1,yes,Scenario_2_25000_0.4_3_2_20000_5000_1,20000
1,25000,20000,5000,0.4,3,3,Scenario_2_25000_0.4_3_3,Scenario_2_25000_0.4_3_3_20000_5000_1,yes,Scenario_2_25000_0.4_3_3_20000_5000_1,20000
1,25000,20000,5000,0.4,4,3,Scenario_2_25000_0.4_3_4,Scenario_2_25000_0.4_3_4_20000_5000_1,yes,Scenario_2_25000_0.4_3_4_20000_5000_1,20000
1,25000,20000,5000,0.4,5,3,Scenario_2_25000_0.4_3_5,Scenario_2_25000_0.4_3_5_20000_5000_1,yes,Scenario_2_25000_0.4_3_5_20000_5000_1,20000
1,25000,20000,5000,0.4,6,3,Scenario_2_25000_0.4_3_6,Scenario_2_25000_0.4_3_6_20000_5000_1,yes,Scenario_2_25000_0.4_3_6_20000_5000_1,20000
1,25000,20000,5000,0.4,7,3,Scenario_2_25000_0.4_3_7,Scenario_2_25000_0.4_3_7_20000_5000_1,yes,Scenario_2_25000_0.4_3_7_20000_5000_1,20000
1,25000,20000,5000,0.4,8,3,Scenario_2_25000_0.4_3_8,Scenario_2_25000_0.4_3_8_20000_5000_1,yes,Scenario_2_25000_0.4_3_8_20000_5000_1,20000
1,25000,20000,5000,0.4,9,3,Scenario_2_25000_0.4_3_9,Scenario_2_25000_0.4_3_9_20000_5000_1,yes,Scenario_2_25000_0.4_3_9_20000_5000_1,20000
1,25000,20000,5000,0.4,10,3,Scenario_2_25000_0.4_3_10,Scenario_2_25000_0.4_3_10_20000_5000_1,yes,Scenario_2_25000_0.4_3_10_20000_5000_1,20000
1,25000,50000,250,0.4,1,3,Scenario_2_25000_0.4_3_1,Scenario_2_25000_0.4_3_1_50000_250_1,yes,Scenario_2_25000_0.4_3_1_50000_250_1,50000
1,25000,50000,250,0.4,2,3,Scenario_2_25000_0.4_3_2,Scenario_2_25000_0.4_3_2_50000_250_1,yes,Scenario_2_25000_0.4_3_2_50000_250_1,50000
1,25000,50000,250,0.4,3,3,Scenario_2_25000_0.4_3_3,Scenario_2_25000_0.4_3_3_50000_250_1,yes,Scenario_2_25000_0.4_3_3_50000_250_1,50000
1,25000,50000,250,0.4,4,3,Scenario_2_25000_0.4_3_4,Scenario_2_25000_0.4_3_4_50000_250_1,yes,Scenario_2_25000_0.4_3_4_50000_250_1,50000
1,25000,50000,250,0.4,5,3,Scenario_2_25000_0.4_3_5,Scenario_2_25000_0.4_3_5_50000_250_1,yes,Scenario_2_25000_0.4_3_5_50000_250_1,50000
1,25000,50000,250,0.4,6,3,Scenario_2_25000_0.4_3_6,Scenario_2_25000_0.4_3_6_50000_250_1,yes,Scenario_2_25000_0.4_3_6_50000_250_1,50000
1,25000,50000,250,0.4,7,3,Scenario_2_25000_0.4_3_7,Scenario_2_25000_0.4_3_7_50000_250_1,yes,Scenario_2_25000_0.4_3_7_50000_250_1,50000
1,25000,50000,250,0.4,8,3,Scenario_2_25000_0.4_3_8,Scenario_2_25000_0.4_3_8_50000_250_1,yes,Scenario_2_25000_0.4_3_8_50000_250_1,50000
1,25000,50000,250,0.4,9,3,Scenario_2_25000_0.4_3_9,Scenario_2_25000_0.4_3_9_50000_250_1,yes,Scenario_2_25000_0.4_3_9_50000_250_1,50000
1,25000,50000,250,0.4,10,3,Scenario_2_25000_0.4_3_10,Scenario_2_25000_0.4_3_10_50000_250_1,yes,Scenario_2_25000_0.4_3_10_50000_250_1,50000
1,25000,50000,500,0.4,1,3,Scenario_2_25000_0.4_3_1,Scenario_2_25000_0.4_3_1_50000_500_1,yes,Scenario_2_25000_0.4_3_1_50000_500_1,50000
1,25000,50000,500,0.4,2,3,Scenario_2_25000_0.4_3_2,Scenario_2_25000_0.4_3_2_50000_500_1,yes,Scenario_2_25000_0.4_3_2_50000_500_1,50000
1,25000,50000,500,0.4,3,3,Scenario_2_25000_0.4_3_3,Scenario_2_25000_0.4_3_3_50000_500_1,yes,Scenario_2_25000_0.4_3_3_50000_500_1,50000
1,25000,50000,500,0.4,4,3,Scenario_2_25000_0.4_3_4,Scenario_2_25000_0.4_3_4_50000_500_1,yes,Scenario_2_25000_0.4_3_4_50000_500_1,50000
1,25000,50000,500,0.4,5,3,Scenario_2_25000_0.4_3_5,Scenario_2_25000_0.4_3_5_50000_500_1,yes,Scenario_2_25000_0.4_3_5_50000_500_1,50000
1,25000,50000,500,0.4,6,3,Scenario_2_25000_0.4_3_6,Scenario_2_25000_0.4_3_6_50000_500_1,yes,Scenario_2_25000_0.4_3_6_50000_500_1,50000
1,25000,50000,500,0.4,7,3,Scenario_2_25000_0.4_3_7,Scenario_2_25000_0.4_3_7_50000_500_1,yes,Scenario_2_25000_0.4_3_7_50000_500_1,50000
1,25000,50000,500,0.4,8,3,Scenario_2_25000_0.4_3_8,Scenario_2_25000_0.4_3_8_50000_500_1,yes,Scenario_2_25000_0.4_3_8_50000_500_1,50000
1,25000,50000,500,0.4,9,3,Scenario_2_25000_0.4_3_9,Scenario_2_25000_0.4_3_9_50000_500_1,yes,Scenario_2_25000_0.4_3_9_50000_500_1,50000
1,25000,50000,500,0.4,10,3,Scenario_2_25000_0.4_3_10,Scenario_2_25000_0.4_3_10_50000_500_1,yes,Scenario_2_25000_0.4_3_10_50000_500_1,50000
1,25000,50000,1000,0.4,1,3,Scenario_2_25000_0.4_3_1,Scenario_2_25000_0.4_3_1_50000_1000_1,yes,Scenario_2_25000_0.4_3_1_50000_1000_1,50000
1,25000,50000,1000,0.4,2,3,Scenario_2_25000_0.4_3_2,Scenario_2_25000_0.4_3_2_50000_1000_1,yes,Scenario_2_25000_0.4_3_2_50000_1000_1,50000
1,25000,50000,1000,0.4,3,3,Scenario_2_25000_0.4_3_3,Scenario_2_25000_0.4_3_3_50000_1000_1,yes,Scenario_2_25000_0.4_3_3_50000_1000_1,50000
1,25000,50000,1000,0.4,4,3,Scenario_2_25000_0.4_3_4,Scenario_2_25000_0.4_3_4_50000_1000_1,yes,Scenario_2_25000_0.4_3_4_50000_1000_1,50000
1,25000,50000,1000,0.4,5,3,Scenario_2_25000_0.4_3_5,Scenario_2_25000_0.4_3_5_50000_1000_1,yes,Scenario_2_25000_0.4_3_5_50000_1000_1,50000
1,25000,50000,1000,0.4,6,3,Scenario_2_25000_0.4_3_6,Scenario_2_25000_0.4_3_6_50000_1000_1,yes,Scenario_2_25000_0.4_3_6_50000_1000_1,50000
1,25000,50000,1000,0.4,7,3,Scenario_2_25000_0.4_3_7,Scenario_2_25000_0.4_3_7_50000_1000_1,yes,Scenario_2_25000_0.4_3_7_50000_1000_1,50000
1,25000,50000,1000,0.4,8,3,Scenario_2_25000_0.4_3_8,Scenario_2_25000_0.4_3_8_50000_1000_1,yes,Scenario_2_25000_0.4_3_8_50000_1000_1,50000
1,25000,50000,1000,0.4,9,3,Scenario_2_25000_0.4_3_9,Scenario_2_25000_0.4_3_9_50000_1000_1,yes,Scenario_2_25000_0.4_3_9_50000_1000_1,50000
1,25000,50000,1000,0.4,10,3,Scenario_2_25000_0.4_3_10,Scenario_2_25000_0.4_3_10_50000_1000_1,yes,Scenario_2_25000_0.4_3_10_50000_1000_1,50000
1,25000,50000,2500,0.4,1,3,Scenario_2_25000_0.4_3_1,Scenario_2_25000_0.4_3_1_50000_2500_1,yes,Scenario_2_25000_0.4_3_1_50000_2500_1,50000
1,25000,50000,2500,0.4,2,3,Scenario_2_25000_0.4_3_2,Scenario_2_25000_0.4_3_2_50000_2500_1,yes,Scenario_2_25000_0.4_3_2_50000_2500_1,50000
1,25000,50000,2500,0.4,3,3,Scenario_2_25000_0.4_3_3,Scenario_2_25000_0.4_3_3_50000_2500_1,yes,Scenario_2_25000_0.4_3_3_50000_2500_1,50000
1,25000,50000,2500,0.4,4,3,Scenario_2_25000_0.4_3_4,Scenario_2_25000_0.4_3_4_50000_2500_1,yes,Scenario_2_25000_0.4_3_4_50000_2500_1,50000
1,25000,50000,2500,0.4,5,3,Scenario_2_25000_0.4_3_5,Scenario_2_25000_0.4_3_5_50000_2500_1,yes,Scenario_2_25000_0.4_3_5_50000_2500_1,50000
1,25000,50000,2500,0.4,6,3,Scenario_2_25000_0.4_3_6,Scenario_2_25000_0.4_3_6_50000_2500_1,yes,Scenario_2_25000_0.4_3_6_50000_2500_1,50000
1,25000,50000,2500,0.4,7,3,Scenario_2_25000_0.4_3_7,Scenario_2_25000_0.4_3_7_50000_2500_1,yes,Scenario_2_25000_0.4_3_7_50000_2500_1,50000
1,25000,50000,2500,0.4,8,3,Scenario_2_25000_0.4_3_8,Scenario_2_25000_0.4_3_8_50000_2500_1,yes,Scenario_2_25000_0.4_3_8_50000_2500_1,50000
1,25000,50000,2500,0.4,9,3,Scenario_2_25000_0.4_3_9,Scenario_2_25000_0.4_3_9_50000_2500_1,yes,Scenario_2_25000_0.4_3_9_50000_2500_1,50000
1,25000,50000,2500,0.4,10,3,Scenario_2_25000_0.4_3_10,Scenario_2_25000_0.4_3_10_50000_2500_1,yes,Scenario_2_25000_0.4_3_10_50000_2500_1,50000
1,25000,50000,5000,0.4,1,3,Scenario_2_25000_0.4_3_1,Scenario_2_25000_0.4_3_1_50000_5000_1,yes,Scenario_2_25000_0.4_3_1_50000_5000_1,50000
1,25000,50000,5000,0.4,2,3,Scenario_2_25000_0.4_3_2,Scenario_2_25000_0.4_3_2_50000_5000_1,yes,Scenario_2_25000_0.4_3_2_50000_5000_1,50000
1,25000,50000,5000,0.4,3,3,Scenario_2_25000_0.4_3_3,Scenario_2_25000_0.4_3_3_50000_5000_1,yes,Scenario_2_25000_0.4_3_3_50000_5000_1,50000
1,25000,50000,5000,0.4,4,3,Scenario_2_25000_0.4_3_4,Scenario_2_25000_0.4_3_4_50000_5000_1,yes,Scenario_2_25000_0.4_3_4_50000_5000_1,50000
1,25000,50000,5000,0.4,5,3,Scenario_2_25000_0.4_3_5,Scenario_2_25000_0.4_3_5_50000_5000_1,yes,Scenario_2_25000_0.4_3_5_50000_5000_1,50000
1,25000,50000,5000,0.4,6,3,Scenario_2_25000_0.4_3_6,Scenario_2_25000_0.4_3_6_50000_5000_1,yes,Scenario_2_25000_0.4_3_6_50000_5000_1,50000
1,25000,50000,5000,0.4,7,3,Scenario_2_25000_0.4_3_7,Scenario_2_25000_0.4_3_7_50000_5000_1,yes,Scenario_2_25000_0.4_3_7_50000_5000_1,50000
